category,name,model,contidition,price,stock
2WD &amp; MFWD TRACTOR,2005 CASE IH MXU135,MXU135,Used,"$ 48,840 USD",2854836
CORNHEAD,CASE IH 4408,4408,Used,"$ 48,840 USD",3086250
SKIDSTEER-TRACK,2013 NEW HOLLAND C238,C238,Used,"$ 48,840 USD",3081136
4WD TRACTOR,1997 CATERPILLAR 65D,65D,Used,"$ 48,500 USD",3069551
DRAPER HEAD,CASE IH 2162,2162,Used,"$ 48,400 ",3068304
VERTICAL TILLAGE,SALFORD 570X,570X,Used,"$ 48,285 USD",3085729
2WD &amp; MFWD TRACTOR,2013 NEW HOLLAND T6155,T6155,Used,"$ 48,285 USD",3028944
SKIDSTEER-TRACK,2016 BOBCAT T750,T750,Used,"$ 48,174 USD",3060830
SKIDSTEER-WHEEL,2020 NEW HOLLAND L228,L228,Used,"$ 47,900 USD",3081418
SKIDSTEER-TRACK,2017 CASE TV380,TV380,Used,"$ 47,730 USD",3074693
SKIDSTEER-TRACK,2017 CASE TV380,TV380,Used,"$ 47,730 USD",3074695
2WD &amp; MFWD TRACTOR,1992 JOHN DEERE 4560,4560,Used,"$ 47,730 USD",3087156
SKIDSTEER-WHEEL,2019 CASE SV340,SV340,Used,"$ 47,730 USD",3029095
FIELD CULTIVATOR,2013 CASE IH TM200,TM200,Used,"$ 47,647 ",3085828
SKIDSTEER-WHEEL,2018 CASE SV340,SV340,Used,"$ 47,000 USD",3016972
SKIDSTEER-TRACK,2015 BOBCAT T650,T650,Used,"$ 46,900 USD",3077034
SPRAYER- SELF PROPELLED,2006 CASE IH SPX4410,SPX4410,Used,"$ 46,620 USD",2192982
COMBINE,2005 CASE IH 2388,2388,Used,"$ 46,620 USD",3078383
SKIDSTEER-TRACK,2019 CASE TV370,TV370,Used,"$ 46,398 USD",3014495
RIPPER,2012 CASE IH 870,870,Used,"$ 46,398 ",3087548
SKIDSTEER-TRACK,2018 CASE TR340,TR340,Used,"$ 45,399 USD",3064939
CORNHEAD,2018 DRAGO 630GT,630GT,Used,"$ 45,000 ",3068371
2WD &amp; MFWD TRACTOR,2019 JOHN DEERE 5090E,5090E,Used,"$ 44,955 USD",2966388
FIELD CULTIVATOR,2013 CASE IH TM200,TM200,Used,"$ 44,529 ",3079657
SKIDSTEER-WHEEL,2020 BOBCAT S595,S595,Used,"$ 44,400 USD",3087311
2WD &amp; MFWD TRACTOR,2013 CASE IH FARMALL 120A,FARMALL 120A,Used,"$ 44,400 USD",3062402
SKIDSTEER-TRACK,2017 TAKEUCHI TL10V2,TL10V2,Used,"$ 44,400 USD",3082117
SKIDSTEER-WHEEL,2012 BOBCAT S770,S770,Used,"$ 42,735 USD",3087373
CORNHEAD,NEW HOLLAND 980CR,980CR,Used,"$ 42,500 USD",3052672
SKIDSTEER-TRACK,2013 CASE TV380,TV380,Used,"$ 42,500 USD",3078845
2WD &amp; MFWD TRACTOR,1990 CASE IH 7130,7130,Used,"$ 42,500 USD",3031496
CORNHEAD,2014 NEW HOLLAND 980CR,980CR,Used,"$ 42,500 USD",3052665
PLANTER,JOHN DEERE 1720,1720,Used,"$ 42,180 USD",3027747
DRAPER HEAD,CASE IH 2162,2162,Used,"$ 42,180 USD",3029747
FIELD CULTIVATOR,CASE IH T200,T200,Used,"$ 41,763 USD",3081480
FIELD CULTIVATOR,2012 CASE IH TM200,TM200,Used,"$ 41,625 ",3080689
DRAPER HEAD,2012 JOHN DEERE 635FD,635FD,Used,"$ 41,625 USD",2992838
VERTICAL TILLAGE,2011 SALFORD 570,570,Used,"$ 41,625 USD",3082859
SKIDSTEER-WHEEL,2020 CASE SV280,SV280,Used,"$ 40,293 USD",3070451
2WD &amp; MFWD TRACTOR,2002 CASE IH MX200,MX200,Used,"$ 40,012 ",3085695
SKIDSTEER-TRACK,2014 CASE TV380,TV380,Used,"$ 39,960 USD",3067214
CORNHEAD,2012 CAPELLO 1622,1622,Used,"$ 39,960 USD",3028710
PLANTER,KINZE 3650,3650,Used,"$ 39,960 USD",2940638
COMBINE,1999 CASE IH 2388,2388,Used,"$ 39,960 ",3087082
SKIDSTEER-WHEEL,2015 BOBCAT S590,S590,Used,"$ 39,900 ",3059318
SKIDSTEER-TRACK,2012 CASE TV380,TV380,Used,"$ 39,900 USD",3076558
PLANTER,CASE IH 1230,1230,Used,"$ 39,200 USD",13048043
VERTICAL TILLAGE,2013 LANDOLL 7431,7431,Used,"$ 39,200 USD",3068063
SKIDSTEER-TRACK,2016 CASE TR270,TR270,Used,"$ 39,200 USD",3087728
4WD TRACTOR,1993 VERSATILE 946,946,Used,"$ 39,200 USD",2947262
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 39,200 USD",3074759
FIELD CULTIVATOR,2009 CASE IH TM200,TM200,Used,"$ 39,200 ",3081859
2WD &amp; MFWD TRACTOR,2017 CASE IH FARMALL 55C,FARMALL 55C,Used,"$ 39,200 USD",3058708
COMBINE,2002 CASE IH 2388,2388,Used,"$ 39,200 ",3087077
COMBINE,CASE IH 2388,2388,Used,"$ 38,865 ",3068349
SKIDSTEER-TRACK,2017 CASE TR310,TR310,Used,"$ 38,494 USD",3070500
SKIDSTEER-TRACK,2011 BOBCAT T650,T650,Used,"$ 38,287 USD",3053443
DRAPER HEAD,2011 CASE IH 2162,2162,Used,"$ 38,000 USD",3062940
DISK,2013 LANDOLL 6230,6230,Used,"$ 37,970 USD",3073922
VERTICAL TILLAGE,2014 SUMMERS 40,40,Used,"$ 37,520 USD",3087708
4WD TRACTOR,1991 CASE IH 9230,9230,Used,"$ 37,500 USD",3070849
FIELD CULTIVATOR,2008 CASE IH T200,T200,Used,"$ 37,500 USD",3079282
RIGID HEAD,SHELBOURNE CVS32,CVS32,Used,"$ 37,000 USD",5838067
CHISEL PLOW,2012 WILRICH 5830,5830,Used,"$ 36,960 USD",3028542
SKIDSTEER-WHEEL,2017 CASE SV280,SV280,Used,"$ 36,960 USD",3023704
COMBINE,2001 CASE IH 2388,2388,Used,"$ 36,960 USD",3077486
SKIDSTEER-WHEEL,2014 BOBCAT S650,S650,Used,"$ 36,960 USD",3069550
AIR DRILL,2009 FLEXICOIL 5500,5500,Used,"$ 36,960 USD",3064861
SPRAYER PULL-TYPE,2011 TOP AIRE 1600,1600,Used,"$ 36,400 USD",3071323
CORNHEAD,2011 CAPELLO 1222,1222,Used,"$ 36,400 USD",7049970
SKIDSTEER-TRACK,2016 CASE TR270,TR270,Used,"$ 36,288 USD",2609507
FIELD CULTIVATOR,2002 DMI TM II,TM II,Used,"$ 36,235 ",3081871
PLANTER,2002 CASE IH 1200,1200,Used,"$ 35,900 USD",3085667
SKIDSTEER-TRACK,2017 NEW HOLLAND C232,C232,Used,"$ 35,840 USD",3087081
CORNHEAD,2011 JOHN DEERE 612C,612C,Used,"$ 35,840 USD",2453155
COMBINE,2001 CASE IH 2388,2388,Used,"$ 35,840 USD",2150582
CORNHEAD,2012 JOHN DEERE 612C,612C,Used,"$ 35,840 USD",2992847
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 35,840 USD",3082777
VERTICAL TILLAGE,2005 SALFORD 570,570,Used,"$ 35,840 USD",3067723
DISK,SUMMERS 2510,2510,Used,"$ 35,280 USD",3061740
COMBINE,1999 CASE IH 2366,2366,Used,"$ 35,280 USD",3086515
BALER,2018 NEW HOLLAND RB560,RB560,Used,"$ 35,056 USD",3063225
DRAPER HEAD,2012 JOHN DEERE 635D,635D,Used,"$ 35,000 USD",2993876
DRAPER HEAD,2008 CASE IH 2162,2162,Used,"$ 34,900 USD",3053684
FIELD CULTIVATOR,2004 JOHN DEERE 2210,2210,Used,"$ 34,900 USD",3074804
SKIDSTEER-WHEEL,2013 CASE SR250,SR250,Used,"$ 34,900 USD",3081688
SKIDSTEER-WHEEL,2008 BOBCAT S330,S330,Used,"$ 34,750 USD",3068757
SKIDSTEER-TRACK,2015 BOBCAT T590,T590,Used,"$ 34,000 USD",2994598
2WD &amp; MFWD TRACTOR,2019 JOHN DEERE 2032R COMPACT UTILITY,2032R COMPACT UTILITY,Used,"$ 33,900 USD",3069295
CORNHEAD,2011 GERINGHOFF RD1230,RD1230,Used,"$ 33,900 USD",3075263
VERTICAL TILLAGE,2010 SALFORD 550,550,Used,"$ 33,500 USD",2976131
SKIDSTEER-WHEEL,2014 NEW HOLLAND L225,L225,Used,"$ 33,335 USD",3079493
SKIDSTEER-WHEEL,2017 BOBCAT S570,S570,Used,"$ 32,782 ",3059307
DISK,2009 LANDOLL 7430,7430,Used,"$ 32,500 USD",3061727
BALER,2016 NEW HOLLAND RB560,RB560,Used,"$ 32,205 USD",3061330
COMBINE,2005 NEW HOLLAND CR960,CR960,Used,"$ 32,205 USD",3046372
GRAIN CART,2014 BRENT 882,882,Used,"$ 32,000 USD",3081616
AIR DRILL,CASE IH ATX400,ATX400,Used,"$ 31,640 USD",3087717
SKIDSTEER-WHEEL,2012 CASE SV300,SV300,Used,"$ 31,075 USD",3072280
MANURE SPREADER,2014 MEYERS VB750,VB750,Used,"$ 30,940 ",3088178
CORNHEAD,2013 CASE IH 2612,2612,Used,"$ 30,510 USD",3072667
2WD &amp; MFWD TRACTOR,2008 JOHN DEERE 4720,4720,Used,"$ 30,510 USD",3064599
WINDROWER-SELF PROPELLED,2005 HESSTON 9240,9240,Used,"$ 30,510 USD",3013189
SKIDSTEER-WHEEL,2015 CASE SV185,SV185,Used,"$ 30,500 USD",3072341
2WD &amp; MFWD TRACTOR,1979 JOHN DEERE 4440,4440,Used,"$ 30,000 USD",3085183
DRAPER HEAD,2009 CASE IH 2162,2162,Used,"$ 29,900 USD",3086751
MOWER CONDITIONER,2016 VERMEER MC4500,MC4500,Used,"$ 29,500 USD",2913732
SKIDSTEER-WHEEL,2017 CASE SR270,SR270,Used,"$ 29,380 USD",3087725
BALER,2016 NEW HOLLAND RB560,RB560,Used,"$ 29,380 USD",3072004
SKIDSTEER-WHEEL,2011 CASE SV250,SV250,Used,"$ 29,380 USD",2968430
GRAIN CART,2009 PARKER 938,938,Used,"$ 29,380 USD",3079115
SKIDSTEER-TRACK,2002 BOBCAT T190,T190,Used,"$ 28,837 USD",3071850
MOWER CONDITIONER,2016 NEW HOLLAND DB313R,DB313R,Used,"$ 28,815 USD",3004779
FIELD CULTIVATOR,2006 JOHN DEERE 2210,2210,Used,"$ 28,815 USD",2956837
FIELD CULTIVATOR,2004 WILRICH QUAD X,QUAD X,Used,"$ 28,500 USD",3015526
CORNHEAD,2010 DRAGO 1230,1230,Used,"$ 28,500 USD",3029612
CORNHEAD,2012 JOHN DEERE 612C,612C,Used,"$ 28,500 USD",2907084
BALER,2020 JOHN DEERE 368,368,Used,"$ 28,500 USD",3029690
CORNHEAD,2011 DRAGO 830,830,Used,"$ 28,000 USD",3076422
COMBINE,1995 CASE IH 2166,2166,Used,"$ 27,930 USD",3058529
PLANTER,CASE IH 1200,1200,Used,"$ 27,930 USD",3062824
CORNHEAD,2013 GERINGHOFF NS836,NS836,Used,"$ 27,930 USD",3077522
SKIDSTEER-TRACK,2008 NEW HOLLAND C175,C175,Used,"$ 27,400 USD",3073144
PLANTER,2004 CASE IH 1200,1200,Used,"$ 27,360 USD",2937831
CORNHEAD,2009 JOHN DEERE 612C,612C,Used,"$ 27,360 USD",3075148
PLANTER,CASE IH 1230,1230,Used,"$ 27,360 USD",2978362
GRAIN CART,J&amp;M MANUFACTURING 875,875,Used,"$ 26,790 USD",3029236
CORNHEAD,2012 CASE IH 2612,2612,Used,"$ 26,448 USD",3086244
SKIDSTEER-WHEEL,2008 BOBCAT S330,S330,Used,"$ 26,350 USD",3065100
SKIDSTEER-TRACK,2010 CATERPILLAR 247,247,Used,"$ 26,220 USD",3070847
BALER,2016 CASE IH RB565,RB565,Used,"$ 26,220 USD",3077526
SKIDSTEER-TRACK,2012 BOBCAT T650,T650,Used,"$ 26,220 USD",3068673
2WD &amp; MFWD TRACTOR,2011 CASE IH FARMALL 40C,FARMALL 40C,Used,"$ 26,220 USD",3074754
COMBINE,1998 CASE IH 2166,2166,Used,"$ 26,220 USD",1623877
BALER,2016 CASE IH RB565,RB565,Used,"$ 26,220 USD",3077525
CONVEYER-AG,2018 BRANDT 1547LP,1547LP,Used,"$ 25,935 USD",3084640
BALER,2015 NEW HOLLAND 560,560,Used,"$ 25,080 USD",3069729
PLANTER,CASE IH 1230,1230,Used,"$ 25,080 USD",2978265
CORNHEAD,2010 CASE IH 3412,3412,Used,"$ 24,966 USD",3059022
CORNHEAD,2010 CASE IH 3412,3412,Used,"$ 24,966 USD",3059019
2WD &amp; MFWD TRACTOR,2014 NEW HOLLAND BOOMER 41,BOOMER 41,Used,"$ 24,510 USD",3031206
BALER,2011 VERMEER 605SM,605SM,Used,"$ 24,510 USD",3024597
FLEX HEAD,2014 CASE IH 3020,3020,Used,"$ 24,000 USD",3083030
COMBINE,1996 CASE IH 2166,2166,Used,"$ 24,000 USD",7090557
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 23,950 USD",3081682
SKIDSTEER-WHEEL,2005 JOHN DEERE 325,325,Used,"$ 23,940 USD",3071719
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 23,900 USD",8434101
RAKE,2017 NEW HOLLAND 216,216,Used,"$ 23,500 USD",3035789
4WD TRACTOR,1990 VERSATILE 876,876,Used,"$ 23,500 USD",3070851
BALER,2017 KUBOTA BV4580,BV4580,Used,"$ 23,370 USD",3013192
BALE PROCESS,2016 MORRIS 1400,1400,Used,"$ 23,370 USD",3050696
COMBINE,1999 CASE IH 2388,2388,Used,"$ 23,200 USD",2920116
PLANTER,1996 JOHN DEERE 1760,1760,Used,"$ 23,200 USD",3071206
FIELD CULTIVATOR,2000 CASE IH 1061,1061,Used,"$ 23,200 USD",3026412
SKIDSTEER-WHEEL,2005 NEW HOLLAND LS185B,LS185B,Used,"$ 23,000 USD",3088173
BALE PROCESS,2011 TEAGLE 1010,1010,Used,"$ 23,000 USD",3085587
SKIDSTEER-WHEEL,2005 VOLVO MC110B,MC110B,Used,"$ 22,620 USD",3087737
CORNHEAD,2008 CASE IH 2608,2608,Used,"$ 22,620 USD",2935709
CORNHEAD,CASE IH 2608,2608,Used,"$ 22,620 USD",3051263
CORNHEAD,2013 CASE IH 3408,3408,Used,"$ 22,620 USD",3061060
2WD &amp; MFWD TRACTOR,2011 KUBOTA B3200,B3200,Used,"$ 22,000 USD",3069825
FLEX HEAD,2012 NEW HOLLAND 740CF,740CF,Used,"$ 22,000 USD",3064873
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 20,880 USD",3006306
FIELD CULTIVATOR,1996 CASE IH TM255,TM255,Used,"$ 20,511 ",3087968
BALER,2013 VERMEER 605SM,605SM,Used,"$ 20,300 USD",3068775
CORNHEAD,2007 CASE IH 2612,2612,Used,"$ 20,000 USD",3051713
PLANTER,2008 JOHN DEERE 1710,1710,Used,"$ 19,992 USD",2978877
GRAIN CART,2006 BRENT 678,678,Used,"$ 19,963 USD",3084335
PLANTER,2004 CASE IH 1200,1200,Used,"$ 19,950 USD",3022177
COMBINE,CASE IH 2188,2188,Used,"$ 19,805 ",3068348
DRAPER HEAD,2003 MACDON 974,974,Used,"$ 19,720 USD",3067500
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 19,140 USD",3075904
BALER,2009 JOHN DEERE 568,568,Used,"$ 18,800 USD",3053525
RAKE,2015 NEW HOLLAND 216,216,Used,"$ 18,700 USD",3035796
GRAIN HANDLING,AKRON GTX3230,GTX3230,Used,"$ 18,560 USD",3012684
DISC MOWER,2014 VERMEER TM1200,TM1200,Used,"$ 18,560 USD",2942536
DRAPER HEAD,NEW HOLLAND 84C,84C,Used,"$ 18,560 USD",3087712
CORNHEAD,2010 CASE IH 3408,3408,Used,"$ 18,560 USD",3087067
CORNHEAD,2008 GERINGHOFF RD830,RD830,Used,"$ 18,500 USD",3076765
CORNHEAD,2009 CASE IH 3212,3212,Used,"$ 18,444 USD",3033631
SKIDSTEER-WHEEL,2006 CASE 420,420,Used,"$ 18,444 USD",2661983
CONVEYER-AG,2013 BRANDT 1545LP,1545LP,Used,"$ 18,000 USD",2535855
SOIL FINISHER,2000 JOHN DEERE 726,726,Used,"$ 17,980 USD",3077438
CORNHEAD,2011 CASE IH 3408,3408,Used,"$ 17,980 USD",3081722
GRAIN CART,2008 J&amp;M MANUFACTURING 750,750,Used,"$ 17,864 USD",3084883
CORNHEAD,CASE IH 3408,3408,Used,"$ 17,750 USD",3082025
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 17,700 USD",3031499
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 17,700 USD",3006305
CHISEL PLOW,2003 WILRICH QUAD 4,QUAD 4,Used,"$ 17,110 USD",3023738
2WD &amp; MFWD TRACTOR,2007 JOHN DEERE 2520,2520,Used,"$ 17,110 USD",3051776
LANDROLLER-AG,2011 KRAUSE 4400,4400,Used,"$ 17,110 USD",2960138
MOWER CONDITIONER,2008 CASE IH DCX131,DCX131,Used,"$ 17,000 USD",3078447
CORNHEAD,2004 CASE IH 2412,2412,Used,"$ 16,520 USD",3060569
CORNHEAD,2007 CASE IH 2412,2412,Used,"$ 16,520 USD",3006121
GRAVITY WAGON,2010 BRENT 744,744,Used,"$ 16,200 USD",3034600
SHREDDER,HINIKER 5620,5620,Used,"$ 16,100 ",3068416
SICKLE MOWER,2012 ROWSE D9,D9,Used,"$ 16,048 USD",3077317
DISK,2000 SUNFLOWER 1433,1433,Used,"$ 15,930 USD",3077062
CORNHEAD,2009 CASE IH 3208,3208,Used,"$ 15,763 ",3068334
BALER,2008 JOHN DEERE 568,568,Used,"$ 15,340 USD",3068770
BALER,2008 NEW HOLLAND BR7090,BR7090,Used,"$ 15,340 USD",2995830
CORNHEAD,2008 CASE IH 2206,2206,Used,"$ 15,340 USD",3076645
SPRAYER PULL-TYPE,2008 SUMMERS ULTIMATE,ULTIMATE,Used,"$ 14,900 USD",3051255
COMBINE,1997 CASE IH 2166,2166,Used,"$ 14,869 USD",2019345
BALE PROCESS,2008 HAYBUSTER 2650,2650,Used,"$ 14,750 USD",2009911
RIPPER,2011 CASE IH RMX690,RMX690,Used,"$ 14,750 USD",3074672
CORNHEAD,2007 CASE IH 2206,2206,Used,"$ 14,750 USD",3079757
BALER,2003 JOHN DEERE 567,567,Used,"$ 14,750 USD",3077482
BALER,2011 NEW HOLLAND BR7090,BR7090,Used,"$ 14,750 USD",3024178
RAKE,2014 SITREX MK16,MK16,Used,"$ 14,632 USD",3033157
SHREDDER,LOFTNESS 240,240,Used,"$ 14,160 USD",3079739
CORNHEAD,2008 CASE IH 2408,2408,Used,"$ 14,160 USD",3075190
CONVEYER-AG,UNIVERSAL 18X37,18X37,Used,"$ 14,160 USD",3063236
2WD &amp; MFWD TRACTOR,1976 FORD 7600,7600,Used,"$ 13,925 USD",3035685
BALER,2009 NEW HOLLAND BR7090,BR7090,Used,"$ 13,924 USD",3058566
COMBINE,1991 CASE IH 1660,1660,Used,"$ 13,900 USD",3067719
BALER,1997 CASE IH 8575,8575,Used,"$ 13,800 USD",3070474
BALER,2003 JOHN DEERE 567,567,Used,"$ 13,452 USD",3027893
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 13,000 USD",3028081
ROTARY MOWER,WOODS BW1800XQRW,BW1800XQRW,Used,"$ 12,980 USD",2505821
CORNHEAD,2004 CASE IH 2206,2206,Used,"$ 12,500 USD",3078139
FLEX HEAD,2004 CASE IH 1020,1020,Used,"$ 12,500 USD",3025656
FLEX HEAD,2006 CASE IH 1020,1020,Used,"$ 12,500 USD",3086421
BALER,2007 JOHN DEERE 558,558,Used,"$ 12,500 USD",3078542
DISK,2000 CASE IH 3950,3950,Used,"$ 12,500 USD",3082023
2WD &amp; MFWD TRACTOR,2004 JOHN DEERE 2210,2210,Used,"$ 12,390 ",3087451
CORNHEAD,2005 CASE IH 2208,2208,Used,"$ 12,390 USD",3031968
PLANTER,CASE IH 1210,1210,Used,"$ 12,390 USD",3074884
RIPPER,2004 JOHN DEERE 2700,2700,Used,"$ 12,000 ",3080080
GRAIN CART,2005 J&amp;M MANUFACTURING 620,620,Used,"$ 12,000 USD",3062776
2WD &amp; MFWD TRACTOR,2016 KUBOTA BX1870,BX1870,Used,"$ 12,000 USD",3083542
FLEX HEAD,2007 CASE IH 1020,1020,Used,"$ 11,918 ",3087087
MOWER CONDITIONER,NEW HOLLAND 1475,1475,Used,"$ 11,760 USD",2994726
FLEX HEAD,2005 CASE IH 1020,1020,Used,"$ 11,500 USD",3085648
2WD &amp; MFWD TRACTOR,1973 INTERNATIONAL 1066,1066,Used,"$ 11,500 USD",3084928
CORNHEAD,1998 JOHN DEERE 893,893,Used,"$ 11,400 USD",3058870
COMBINE,1988 CASE IH 1660,1660,Used,"$ 11,000 USD",3076657
CRUMBLER,2014 CASE IH 110,110,Used,"$ 10,800 USD",3034066
FLEX HEAD,CASE IH 1020,1020,Used,"$ 10,800 USD",3060248
FLEX HEAD,2000 CASE IH 1020,1020,Used,"$ 10,800 USD",2623842
ROTARY MOWER,BUSH HOG 12515,12515,Used,"$ 10,500 USD",2975630
TRANSPORT,2020 INDUSTRIAS AMERICA 848R,848R,Used,"$ 9,960 USD",3072040
2WD &amp; MFWD TRACTOR,1982 ALLIS 6060,6060,Used,"$ 9,850 USD",3035445
RIGID HEAD,2004 CASE IH 1010,1010,Used,"$ 9,600 USD",3059900
2WD &amp; MFWD TRACTOR,1973 INTERNATIONAL 666,666,Used,"$ 9,600 USD",3081048
TRAILER-AG (WAGONS GRAVITY BO,JD SKILES RT1300,RT1300,Used,"$ 9,500 USD",3071507
ROTARY MOWER,JOHN DEERE MX10,MX10,Used,"$ 9,500 USD",3064271
MANURE SPREADER,1996 NEW HOLLAND 195,195,Used,"$ 9,360 USD",3084895
PLANTER,1994 JOHN DEERE 7200,7200,Used,"$ 9,000 USD",3086948
AUGER,2005 WESTFIELD MK130,MK130,Used,"$ 9,000 USD",3061788
FIELD CULTIVATOR,CASE IH 4300,4300,Used,"$ 8,990 USD",3045355
CONVEYER-AG,2011 BATCO 1535FL,1535FL,Used,"$ 8,988 USD",3052467
LOADER-AG,FARM HAND 1140,1140,Used,"$ 8,500 USD",3031217
GPS UNIT,TRIMBLE EZSTEER,EZSTEER,Used,"$ 8,400 ",3069117
RAKE,SITREX MK12,MK12,Used,"$ 8,400 USD",3086143
GRAIN CART,A&amp;L F700,F700,Used,"$ 8,400 USD",2998449
TRAILER-UTILITY,2011 HOMEMADE 21,21,Used,"$ 8,100 USD",3060526
AUGER,2018 SUDENGA TD450,TD450,Used,"$ 7,800 ",3068490
FLEX HEAD,CASE IH 2020,2020,Used,"$ 7,800 ",3068332
DISK,KRAUSE 4519,4519,Used,"$ 7,800 USD",3082860
CHISEL PLOW,CASE IH 5700,5700,Used,"$ 7,700 USD",2999957
GPS UNIT,ORTHMAN MISCELLANEOUS,MISCELLANEOUS,Used,"$ 7,500 USD",3070704
FLEX HEAD,1998 CASE IH 1020,1020,Used,"$ 7,200 USD",3070591
CONVEYER-AG,BATCO 1535,1535,Used,"$ 7,200 USD",3076797
ROTARY MOWER,2015 WOODS 1680,1680,Used,"$ 6,600 USD",3074668
MOWER CONDITIONER,2002 NEW HOLLAND 1475,1475,Used,"$ 6,600 USD",2994074
CORNHEAD,1992 CASE IH 1083,1083,Used,"$ 6,600 USD",3085577
SPRAYER PULL-TYPE,DEMCO U79,U79,Used,"$ 6,600 USD",2957737
BALER,2004 NEW HOLLAND BR780,BR780,Used,"$ 6,600 USD",3078937
DISC MOWER,2010 CASE IH MD82,MD82,Used,"$ 6,600 USD",3085583
TRANSPORT,KILBROS HC380,HC380,Used,"$ 6,600 USD",3033900
TRACTOR ATCH,CASE IH DUALS,DUALS,Used,"$ 6,250 ",3059350
CORNHEAD,CASE IH 1063,1063,Used,"$ 6,250 USD",3013808
FIELD CULTIVATOR,CASE IH 4800,4800,Used,"$ 6,000 USD",3079940
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 5,875 ",3059378
AUGER,2003 WESTFIELD MK100X71,MK100X71,Used,"$ 5,625 USD",3072760
GPS UNIT,CASE IH PRO 700,PRO 700,Used,"$ 5,625 ",3068951
FLEX HEAD,1997 CASE IH 1020,1020,Used,"$ 5,625 USD",3086970
CONVEYER-AG,BATCO 1335,1335,Used,"$ 5,600 USD",3075938
CONVEYER-AG,2002 BATCO 1335,1335,Used,"$ 5,125 USD",3064399
FLEX HEAD,1998 CASE IH 1020,1020,Used,"$ 5,000 USD",3080732
CORNHEAD,2007 CASE IH 2208,2208,Used,"$ 5,000 USD",3029181
LDR ATCH,CASE IH LDR MTS,LDR MTS,Used,"$ 4,900 USD",2934420
COMBINE ATCH,CASE IH SIEVE,SIEVE,Used,"$ 4,900 USD",2930778
FIELD CULTIVATOR,2005 KENT DISCOVATOR,DISCOVATOR,Used,"$ 4,800 USD",2985243
AG ATTACHMENT,PICKETT DIVIDERS,DIVIDERS,Used,"$ 4,600 USD",2864674
TRACKS,POLARIS TRACKS,TRACKS,Used,"$ 4,593 ",3069111
ROTARY MOWER,2002 WOODS 2120,2120,Used,"$ 4,375 USD",3071185
2WD &amp; MFWD TRACTOR,1944 FORD 9N,9N,Used,"$ 4,375 USD",3073767
SNOW BLOWER,RED DEVIL 9664D,9664D,Used,"$ 4,062 USD",3085191
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 4,000 USD",3027872
SNOW BLOWER,2016 WALCO R108,R108,Used,"$ 4,000 USD",3084929
SPREADER,SWENSON PV8-14G,PV8-14G,Used,"$ 3,750 USD",3067940
TRANSPORT,2007 BRENT HT25,HT25,Used,"$ 3,500 USD",3078137
SNOW BLOWER,2006 QUICK ATTACH 60,60,Used,"$ 3,500 USD",3088174
DISK,INTERNATIONAL 475,475,Used,"$ 3,312 USD",3085228
TRANSPORT,B&amp;B 25,25,Used,"$ 3,300 USD",3077506
RIGID HEAD,2006 CASE IH 1010,1010,Used,"$ 3,125 USD",3033626
RAKE,SITREX TR9,TR9,Used,"$ 3,125 USD",3086146
2WD &amp; MFWD TRACTOR,1959 INTERNATIONAL 340,340,Used,"$ 3,125 USD",3034038
RAKE,GEHL 418,418,Used,"$ 3,125 USD",3010896
SPREADER,2019 KUBOTA VS220,VS220,Used,"$ 3,125 USD",3050831
SNOW BLOWER,RED DEVIL MISC,MISC,Used,"$ 3,000 ",3068482
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 2,901 ",3059453
TRACTOR ATCH,JOHN DEERE REEL,REEL,Used,"$ 2,900 USD",2934431
COMBINE ATCH,CASE IH SIEVE,SIEVE,Used,"$ 2,900 USD",2931076
TIRES,FIRESTONE 320-85 R38,320-85 R38,Used,"$ 2,900 USD",2930773
COMBINE ATCH,CASE IH CONCAVE,CONCAVE,Used,"$ 2,900 USD",2931043
AUGER,MAYRATH 8X41,8X41,Used,"$ 2,750 USD",3084901
PICK-UP HEAD,2004 CASE IH 1015,1015,Used,"$ 2,600 USD",3072115
SNOW BLOWER,2019 LANDPRIDE SB1051,SB1051,Used,"$ 2,600 USD",3083543
TRANSPORT,2011 BRENT HT25,HT25,Used,"$ 2,600 USD",3061578
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 2,500 ",3068336
TRANSPORT,2009 INDUSTRIAS AMERICA 435,435,Used,"$ 2,225 USD",2978472
BLADE,VIRNIG 96,96,Used,"$ 2,210 ",3059675
LDR ATCH,ALO LDR MOUNT,LDR MOUNT,Used,"$ 2,100 USD",2930840
TRAILER-UTILITY,2014 ATLAS 7X14,7X14,Used,"$ 1,989 USD",3068213
