category,name,model,contidition,price,stock
DRAPER HEAD,2008 CASE IH 2162,2162,Used,"$ 36,960 USD",3019861
VERTICAL TILLAGE,2008 SALFORD 570,570,Used,"$ 36,960 USD",3067912
BALER,2018 NEW HOLLAND RB560,RB560,Used,"$ 36,960 USD",3064869
WINDROWER-SELF PROPELLED,2001 HESSTON 8450,8450,Used,"$ 36,960 USD",3071142
DRAPER HEAD,2008 CASE IH 2162,2162,Used,"$ 36,960 USD",2602695
2WD &amp; MFWD TRACTOR,1995 CASE IH 5240,5240,Used,"$ 36,900 USD",15473448
PLANTER,2007 CASE IH 1200,1200,Used,"$ 36,900 USD",3084931
2WD &amp; MFWD TRACTOR,2005 JOHN DEERE 5425,5425,Used,"$ 36,750 USD",3026074
2WD &amp; MFWD TRACTOR,2012 KUBOTA L5740,L5740,Used,"$ 36,500 USD",3007506
CORNHEAD,2012 JOHN DEERE 608C,608C,Used,"$ 36,500 USD",3002951
BALER,2018 NEW HOLLAND RB560,RB560,Used,"$ 36,400 USD",2889378
2WD &amp; MFWD TRACTOR,2019 NEW HOLLAND T475,T475,Used,"$ 36,400 USD",2942351
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 36,000 USD",3012285
COMBINE,1998 CASE IH 2344,2344,Used,"$ 36,000 USD",3087566
CORNHEAD,2010 DRAGO 1230,1230,Used,"$ 36,000 USD",3028006
VERTICAL TILLAGE,2012 LANDOLL 7431,7431,Used,"$ 35,900 USD",3070714
2WD &amp; MFWD TRACTOR,1990 CASE IH 7130,7130,Used,"$ 35,840 USD",2995066
DISK,2013 KRAUSE 8300,8300,Used,"$ 35,840 USD",3051778
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 35,840 USD",3063365
BALER,2018 NEW HOLLAND RB560,RB560,Used,"$ 35,840 USD",3034821
SKIDSTEER-WHEEL,2018 NEW HOLLAND L220,L220,Used,"$ 35,840 USD",3087764
DRAPER HEAD,2010 MACDON FD70,FD70,Used,"$ 35,840 USD",2939906
BALER,2017 NEW HOLLAND RB560,RB560,Used,"$ 35,840 USD",2767777
TRAILER-AG (WAGONS GRAVITY BO,MEYER 8124,8124,Used,"$ 35,840 ",3068465
SKIDSTEER-WHEEL,2011 BOBCAT S770,S770,Used,"$ 35,840 ",3059308
BALER,2019 VERMEER 605N,605N,Used,"$ 35,728 USD",2975480
2WD &amp; MFWD TRACTOR,2005 CASE IH JX1100,JX1100,Used,"$ 35,500 USD",4147522
SKIDSTEER-WHEEL,2018 CASE SR210,SR210,Used,"$ 35,300 USD",3036676
COMBINE,1998 CASE IH 2388,2388,Used,"$ 35,000 USD",3001226
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 35,000 USD",3031196
SKIDSTEER-WHEEL,2012 CASE SR220,SR220,Used,"$ 34,944 USD",3070476
MOWER CONDITIONER,2020 CASE IH DC133,DC133,Used,"$ 34,900 USD",2997893
4WD TRACTOR,1991 JOHN DEERE 8760,8760,Used,"$ 34,900 USD",2948539
GRAIN HANDLING,2018 RENN RGB1016,RGB1016,Used,"$ 34,839 ",3059670
BALER,2016 CASE IH RB565,RB565,Used,"$ 34,720 USD",2809055
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 34,720 USD",3026820
GRAIN CART,DEMCO 1050,1050,Used,"$ 34,720 ",3068374
GRAIN CART,2017 J&amp;M MANUFACTURING 875,875,Used,"$ 34,720 USD",3072153
2WD &amp; MFWD TRACTOR,2018 MASSEY FERGUSON 255,255,Used,"$ 34,720 USD",3001298
BLADE,2017 GROUSER 16,16,Used,"$ 34,608 USD",3083063
DRAPER HEAD,2010 CASE IH 2162,2162,Used,"$ 34,500 USD",2762410
SKIDSTEER-WHEEL,2012 CATERPILLAR 252B,252B,Used,"$ 34,500 USD",3081178
PLANTER,2010 MONOSEM 1822,1822,Used,"$ 34,160 USD",5056975
DISK,2013 LANDOLL 6230,6230,Used,"$ 33,936 USD",3068746
FIELD CULTIVATOR,2009 CASE IH T200,T200,Used,"$ 33,900 USD",2936199
BOX DRILL GRAIN DRILL,GREAT PLAINS 2410,2410,Used,"$ 33,900 USD",3006221
SKIDSTEER-WHEEL,2006 BOBCAT S205,S205,Used,"$ 33,900 USD",2997801
DISK,2012 LANDOLL 6230,6230,Used,"$ 33,900 USD",3070956
GRAIN CART,2012 UNVERFERTH 8250,8250,Used,"$ 33,900 USD",3069177
2WD &amp; MFWD TRACTOR,2015 CASE IH FARMALL 60A,FARMALL 60A,Used,"$ 33,900 USD",2961417
DISK,2012 CASE IH 330TT,330TT,Used,"$ 33,900 USD",2973036
4WD TRACTOR,1997 CATERPILLAR 55,55,Used,"$ 33,900 USD",3005367
GRAIN CART,2009 KILBROS 110,110,Used,"$ 33,900 USD",3086282
PLANTER,2012 CASE IH 1230,1230,Offers available,"$ 33,900 USD",4876064
SPRAYER- SELF PROPELLED,1997 AGCHEM 854,854,Used,"$ 33,787 USD",2967145
RIPPER,2012 JOHN DEERE 2700,2700,Used,"$ 33,630 ",3068421
SKIDSTEER-WHEEL,2018 CASE SR210,SR210,Used,"$ 33,335 USD",2992916
DISK,2013 SUMMERS 38,38,Used,"$ 33,335 USD",3033030
BALER,2018 CASE IH RB565,RB565,Used,"$ 33,000 USD",2867345
GRAIN HANDLING,2018 RENN FBU1014,FBU1014,Used,"$ 32,996 ",3059671
PLANTER,1996 JOHN DEERE 1760,1760,Used,"$ 32,770 ",3068424
2WD &amp; MFWD TRACTOR,2017 JOHN DEERE 3033,3033,Used,"$ 32,770 USD",3076392
COMBINE,2003 CASE IH 2388,2388,Used,"$ 32,500 USD",2841915
CORNHEAD,2005 GERINGHOFF RD1630,RD1630,Used,"$ 32,304 USD",2885952
SPRAYER- SELF PROPELLED,1999 ROGATOR 854,854,Used,"$ 32,205 USD",2978490
BALER,2016 NEW HOLLAND RB560,RB560,Used,"$ 32,000 USD",3061156
AIR DRILL,1997 JOHN DEERE 1850,1850,Used,"$ 32,000 USD",3016310
DRAPER HEAD,2014 CASE IH 3162,3162,Used,"$ 31,640 USD",3028768
DRAPER HEAD,2014 CASE IH 3162,3162,Used,"$ 31,500 USD",2881279
CORNHEAD,2012 GERINGHOFF RD800B,RD800B,Used,"$ 30,510 USD",2197053
AIR DRILL,2010 CASE IH ATX400,ATX400,Used,"$ 30,510 USD",2896426
CORNHEAD,2014 NEW HOLLAND 980CR,980CR,Used,"$ 30,510 USD",2898156
2WD &amp; MFWD TRACTOR,1980 JOHN DEERE 4640,4640,Used,"$ 30,510 ",3088006
BALE PROCESS,2010 HAYBUSTER CMF425,CMF425,Offers available,"$ 30,510 USD",2936811
BALER,2015 JOHN DEERE 569,569,Used,"$ 30,510 USD",3033580
BALER,2015 JOHN DEERE 569,569,Used,"$ 30,510 USD",3029543
SPRAYER PULL-TYPE,2007 TOP AIRE 2400,2400,Used,"$ 30,453 USD",2930553
CORNHEAD,CASE IH 2612,2612,Used,"$ 30,171 ",3068346
CORNHEAD,2012 CASE IH 2612,2612,Used,"$ 30,171 ",3068305
BALER,NEW HOLLAND RB560,RB560,Used,"$ 30,000 USD",3084930
SKIDSTEER-WHEEL,2014 CASE SV300,SV300,Used,"$ 29,990 USD",2954011
FIELD CULTIVATOR,2002 JOHN DEERE 2200,2200,Used,"$ 29,990 USD",3052908
CORNHEAD,2014 GERINGHOFF RD830,RD830,Used,"$ 29,990 USD",2903124
PLANTER,2012 CASE IH 1230,1230,Used,"$ 29,945 USD",3770474
SKIDSTEER-WHEEL,2007 CASE 420,420,Used,"$ 29,900 USD",3084172
CORNHEAD,2005 GERINGHOFF RD1820,RD1820,Used,"$ 29,900 USD",3087820
CORNHEAD,2011 FANTINI GH-3,GH-3,Used,"$ 29,900 USD",3067650
GRAIN CART,2014 BRENT 782,782,Used,"$ 29,873 ",3068245
BOX DRILL GRAIN DRILL,2000 JOHN DEERE 750,750,Used,"$ 29,800 USD",3062831
SKIDSTEER-WHEEL,2019 CASE SR210,SR210,Used,"$ 29,628 USD",3054048
FLEX HEAD,2013 CASE IH 3020,3020,Used,"$ 29,500 USD",3072436
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 29,500 USD",3011373
PLANTER,CASE IH 1200,1200,Used,"$ 29,500 USD",3071432
SKIDSTEER-WHEEL,2019 CASE SR210,SR210,Used,"$ 29,380 USD",3054049
CORNHEAD,2013 NEW HOLLAND 98D,98D,Used,"$ 29,380 USD",3030044
CORNHEAD,2013 CASE IH 2608,2608,Used,"$ 29,380 USD",3046389
GRAIN HANDLING,2013 KOYKER 1055,1055,Used,"$ 29,380 USD",3087719
CORNHEAD,2013 CASE IH 3412,3412,Used,"$ 29,380 USD",3051033
GRAIN HANDLING,2018 LOFTNESS XLB10,XLB10,Used,"$ 29,380 USD",2890930
MOWER CONDITIONER,2017 VERMEER MC4500,MC4500,Used,"$ 29,380 USD",2990930
SPRAYER- SELF PROPELLED,1999 ROGATOR 854,854,Used,"$ 29,380 USD",2982696
APPLICATOR,2013 CASE IH 2800,2800,Used,"$ 29,380 USD",3070134
4WD TRACTOR,1994 CATERPILLAR 85C,85C,Used,"$ 29,000 USD",2916210
CORNHEAD,2010 JOHN DEERE 608C,608C,Used,"$ 29,000 USD",3071137
CORNHEAD,2013 CASE IH 2608,2608,Used,"$ 28,950 USD",3040848
RIPPER,2008 KRAUSE 4850,4850,Used,"$ 28,815 USD",2990084
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 28,500 USD",2901353
BALER,2016 NEW HOLLAND RB560,RB560,Used,"$ 28,500 USD",3085461
BALER,NEW HOLLAND BR7090,BR7090,Used,"$ 28,500 USD",3077501
DISK,2008 CASE IH 370,370,Used,"$ 28,500 USD",3028998
GRAIN CART,2011 BRENT 782,782,Used,"$ 28,500 USD",2899403
DISK,2005 SUNFLOWER 1444,1444,Used,"$ 28,500 USD",3029809
GRAIN CART,2011 BRENT 782,782,Used,"$ 28,500 USD",2911067
PLANTER,2005 CASE IH 1200,1200,Used,"$ 28,500 USD",2938070
CORNHEAD,2013 CASE IH 2608,2608,Used,"$ 28,500 USD",3088099
MOWER CONDITIONER,2016 NEW HOLLAND DB316R,DB316R,Used,"$ 28,386 USD",3021168
CORNHEAD,2012 CASE IH 3412,3412,Used,"$ 28,027 ",3068355
GRAIN CART,UNVERFERTH 882,882,Used,"$ 27,987 USD",2194437
SKIDSTEER-WHEEL,2008 NEW HOLLAND L170,L170,Used,"$ 27,941 USD",3065736
FIELD CULTIVATOR,2002 DMI TM II,TM II,Used,"$ 27,930 ",3059503
COMBINE,1996 CASE IH 2166,2166,Used,"$ 27,930 USD",2907333
AIR CART,2013 AMITY 3350,3350,Used,"$ 27,900 USD",2926120
COMBINE,1999 CASE IH 2388,2388,Used,"$ 27,825 ",3068322
RIPPER,2010 KRAUSE 4850,4850,Used,"$ 27,500 USD",3030641
GRAIN CART,2008 PARKER 938,938,Used,"$ 27,360 USD",2732253
DISK,2006 SUNFLOWER 1434,1434,Used,"$ 27,360 USD",3064594
BALER,2016 NEW HOLLAND RB560,RB560,Used,"$ 27,360 USD",3064868
FIELD CULTIVATOR,CASE IH T200,T200,Used,"$ 27,360 USD",2969643
BALER,2017 NEW HOLLAND RB560,RB560,Used,"$ 27,300 USD",2775137
2WD &amp; MFWD TRACTOR,1982 INTERNATIONAL 5488,5488,Used,"$ 27,246 USD",3070221
2WD &amp; MFWD TRACTOR,2003 CASE IH JX75,JX75,Used,"$ 26,950 USD",3000679
PLANTER,2003 CASE IH 1200,1200,Used,"$ 26,950 USD",3004739
DISK,2005 SUNFLOWER 1434,1434,Used,"$ 26,900 USD",3027969
FIELD CULTIVATOR,2002 CASE IH TM II,TM II,Used,"$ 26,790 USD",3060613
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 26,790 USD",2973483
COMBINE,2001 CASE IH 2388,2388,Used,"$ 26,790 USD",3065638
DRAPER HEAD,CASE IH 2162,2162,Used,"$ 26,500 USD",2273472
BALER,2014 NEW HOLLAND RB560,RB560,Used,"$ 26,266 USD",2885973
SKIDSTEER-WHEEL,2019 CASE SR210,SR210,Used,"$ 26,220 USD",3054045
DRAPER HEAD,2015 CASE IH 3162,3162,Used,"$ 26,220 USD",3004951
PLANTER,2008 CASE IH 1200,1200,Used,"$ 26,220 USD",3003243
FLEX HEAD,2017 CASE IH 3020,3020,Used,"$ 26,000 USD",3069479
CORNHEAD,2012 CASE IH 2612,2612,Used,"$ 25,935 USD",2998059
BALER,2015 NEW HOLLAND RB560,RB560,Used,"$ 25,935 USD",3002392
2WD &amp; MFWD TRACTOR,2015 CASE IH 50,50,Used,"$ 25,900 USD",2602025
COMBINE,1995 CASE IH 2188,2188,Used,"$ 25,900 USD",2991798
COMBINE,1998 JOHN DEERE 9610,9610,Used,"$ 25,900 USD",3045861
COMBINE,2001 CASE IH 2388,2388,Offers available,"$ 25,900 USD",2855382
2WD &amp; MFWD TRACTOR,2020 CASE IH FARMALL 70A,FARMALL 70A,Used,"$ 25,900 USD",3053285
FIELD CULTIVATOR,2000 WILRICH EXCEL,EXCEL,Used,"$ 25,900 USD",2985192
SPRAYER PULL-TYPE,2009 TOP AIRE 1600,1600,Used,"$ 25,800 USD",2973124
PLANTER,2004 WHITE 8180,8180,Used,"$ 25,650 USD",2973437
SKIDSTEER-WHEEL,2019 CASE SR210,SR210,Used,"$ 25,650 USD",3054046
COMBINE,1995 CASE IH 2188,2188,Used,"$ 25,650 USD",2997476
CORNHEAD,2011 CASE IH 3412,3412,Used,"$ 25,650 USD",3072440
CORNHEAD,2011 CASE IH 3412,3412,Used,"$ 25,650 USD",3072437
COMBINE,1998 CASE IH 2366,2366,Used,"$ 25,650 USD",2876502
CORNHEAD,2012 GERINGHOFF 836,836,Used,"$ 25,650 USD",3028375
PLANTER,1998 JOHN DEERE 1770,1770,Used,"$ 25,650 USD",2992931
DISK CHISEL,2008 SUNFLOWER 4511,4511,Used,"$ 25,600 USD",3025573
SKIDSTEER-WHEEL,2010 GEHL 5240,5240,Used,"$ 25,600 USD",3074516
CORNHEAD,2011 DRAGO 830,830,Used,"$ 25,500 USD",3031785
CORNHEAD,2004 GERINGHOFF RD1222,RD1222,Used,"$ 25,410 USD",3065579
BALE PROCESS,2021 VERMEER BPX9010,BPX9010,Used,"$ 25,308 USD",3013157
CORNHEAD,2011 CASE IH 3406,3406,Used,"$ 25,250 USD",3027180
SKIDSTEER-WHEEL,2019 CASE SR210,SR210,Used,"$ 25,080 USD",3054047
CORNHEAD,2011 CASE IH 3412,3412,Used,"$ 25,080 USD",2901014
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 25,080 USD",3054120
SEED TENDER,2014 FRIESEN 375,375,Used,"$ 25,000 USD",2968006
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 25,000 USD",2866627
MOWER CONDITIONER,2014 NEW HOLLAND H7450,H7450,Used,"$ 24,943 USD",3081913
SPRAYER PULL-TYPE,2005 TOP AIRE 1600,1600,Used,"$ 24,900 USD",2912922
FIELD CULTIVATOR,2002 JOHN DEERE 2200,2200,Used,"$ 24,900 USD",3086280
BALE PROCESS,2020 VERMEER BPX9010,BPX9010,Used,"$ 24,852 USD",2979316
PLANTER,1996 KINZE 2600,2600,Used,"$ 24,510 USD",3064784
BALE PROCESS,2015 HAYBUSTER 2564,2564,Used,"$ 24,510 USD",3002119
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 24,510 USD",3072956
MOWER CONDITIONER,NEW HOLLAND H7150,H7150,Used,"$ 24,510 USD",2998409
BOX DRILL GRAIN DRILL,1998 CASE IH 5400,5400,Used,"$ 24,500 USD",3071653
GRAIN CART,2006 BRENT 880,880,Used,"$ 24,500 USD",3002295
PLANTER,1998 JOHN DEERE 1760,1760,Used,"$ 24,225 USD",2896607
CORNHEAD,2008 CASE IH 2608,2608,Used,"$ 24,000 USD",2996627
RIPPER,2008 KRAUSE 4850,4850,Used,"$ 24,000 USD",3053350
DISK,2005 CASE IH RMX340,RMX340,Used,"$ 24,000 USD",3062812
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 24,000 USD",3035966
SOIL FINISHER,2002 JOHN DEERE 726,726,Used,"$ 24,000 USD",3027192
2WD &amp; MFWD TRACTOR,1982 CASE IH 5288,5288,Used,"$ 23,940 USD",3069425
CORNHEAD,2008 DRAGO 830,830,Used,"$ 23,940 USD",2853733
COMBINE,1997 CASE IH 2166,2166,Used,"$ 23,940 USD",3071388
CORNHEAD,2012 GERINGHOFF RD836,RD836,Used,"$ 23,940 USD",3016040
COMBINE,1997 CASE IH 2188,2188,Used,"$ 23,940 USD",3065644
CORNHEAD,2007 GERINGHOFF RD1230,RD1230,Used,"$ 23,940 USD",3019809
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 23,940 ",3059406
FLEX HEAD,2014 CASE IH 3020,3020,Used,"$ 23,940 USD",3034221
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 23,900 USD",3013415
CORNHEAD,2009 CASE IH 3412,3412,Used,"$ 23,900 USD",3032015
VERTICAL TILLAGE,RITE WAY ONE TILL,ONE TILL,Used,"$ 23,900 USD",3070436
2WD &amp; MFWD TRACTOR,2008 CASE IH FARMALL 45,FARMALL 45,Used,"$ 23,712 USD",3066338
PLANTER,2004 CASE IH 1200,1200,Used,"$ 23,650 USD",2993210
CORNHEAD,2013 CASE IH 2608,2608,Used,"$ 23,621 ",3068333
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 23,500 USD",3031937
CORNHEAD,2009 CASE IH 3412,3412,Used,"$ 23,500 USD",3059234
FLEX HEAD,2011 JOHN DEERE 635F,635F,Used,"$ 23,500 USD",3068174
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 23,400 USD",2576736
COMBINE,1997 CASE IH 2188,2188,Used,"$ 23,370 USD",2958280
HARROW,GATES 4 BAR,4 BAR,Used,"$ 23,370 USD",2957407
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 23,300 USD",3051201
CORNHEAD,2004 GERINGHOFF 12R22,12R22,Used,"$ 23,300 USD",2748777
PLANTER,2010 CASE IH 1230,1230,Used,"$ 23,200 USD",2848414
DISK,2006 SUMMERS 2510,2510,Used,"$ 23,200 USD",3061118
COMBINE,1995 CASE IH 2188,2188,Used,"$ 23,200 USD",2860513
SKIDSTEER-WHEEL,2007 CASE 445,445,Used,"$ 23,200 USD",2990450
BALER,2012 NEW HOLLAND BR7070,BR7070,Used,"$ 23,200 USD",3078834
COMBINE,1996 CASE IH 2188,2188,Used,"$ 23,200 USD",3018514
BALER,2017 NEW HOLLAND BC5070,BC5070,Used,"$ 23,200 USD",3001296
FLEX HEAD,2013 CASE IH 3020,3020,Used,"$ 23,200 USD",3058405
FLEX HEAD,2011 NEW HOLLAND 740CF,740CF,Used,"$ 23,200 USD",3064814
2WD &amp; MFWD TRACTOR,1991 INTERNATIONAL 5488,5488,Used,"$ 22,828 USD",3065629
COMBINE,1995 CASE IH 2166,2166,Used,"$ 22,828 USD",3065625
DRAPER HEAD,2006 MACDON 974,974,Used,"$ 22,620 USD",3016411
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 22,620 USD",3079855
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 22,620 USD",3072443
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 22,620 USD",3071693
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 22,620 USD",3072445
GRAIN HANDLING,RENN RGB1016,RGB1016,Used,"$ 22,620 USD",2868190
2WD &amp; MFWD TRACTOR,2018 JOHN DEERE 1025R,1025R,Used,"$ 22,500 USD",2988555
MOWER CONDITIONER,2012 NEW HOLLAND H7450,H7450,Used,"$ 22,500 USD",3011867
BALER,2016 JOHN DEERE 569,569,Used,"$ 22,400 USD",2768295
FIELD CULTIVATOR,2004 CASE IH TM II,TM II,Used,"$ 22,272 USD",3078778
CORNHEAD,2011 CASE IH 2608,2608,Used,"$ 22,245 ",3068302
CORNHEAD,2011 CASE IH 2608,2608,Used,"$ 22,245 ",3068308
CORNHEAD,2011 CASE IH 2608,2608,Used,"$ 22,245 ",3068306
AUGER,WESTFIELD 13X94,13X94,Used,"$ 22,040 USD",3082134
PLANTER,2008 CASE IH 1200,1200,Used,"$ 22,040 USD",2967382
MOWER CONDITIONER,2015 NEW HOLLAND H7150,H7150,Used,"$ 22,040 USD",2913614
AUGER,WESTFIELD 13X94,13X94,Used,"$ 22,040 USD",3082133
CONVEYER-AG,2013 BATCO 2435,2435,Used,"$ 22,000 USD",2967456
SKIDSTEER-WHEEL,2005 CASE 85XT,85XT,Used,"$ 22,000 USD",2936568
VERTICAL TILLAGE,2007 GREAT PLAINS 3000TC,3000TC,Used,"$ 21,900 USD",3067416
CORNHEAD,2013 CASE IH 3408,3408,Used,"$ 21,900 USD",3075651
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 21,500 USD",3052667
DISK,2000 JOHN DEERE 637,637,Used,"$ 21,500 USD",3070220
2WD &amp; MFWD TRACTOR,2010 CASE IH FARMALL 35,FARMALL 35,Used,"$ 21,500 USD",3066617
CORNHEAD,2012 CASE IH 3406,3406,Used,"$ 21,500 USD",3067069
PICK-UP HEAD,2017 JOHN DEERE 615P,615P,Used,"$ 21,460 USD",3011832
PICK-UP HEAD,2017 JOHN DEERE 615P,615P,Used,"$ 21,460 USD",3011822
PICK-UP HEAD,2017 JOHN DEERE 615P,615P,Used,"$ 21,460 USD",3011827
AUGER,WESTFIELD 13x114,13x114,Used,"$ 21,460 USD",2949982
FORAGE HARVESTERS,2008 NEW HOLLAND FP230,FP230,Used,"$ 21,460 USD",3067554
CORNHEAD,2011 GERINGHOFF 836,836,Used,"$ 21,460 USD",3070265
SKIDSTEER-WHEEL,2011 CASE SR220,SR220,Used,"$ 21,460 USD",2978673
CORNHEAD,2010 CASE IH 2608,2608,Used,"$ 21,433 ",3068342
2WD &amp; MFWD TRACTOR,2019 CASE IH FARMALL 70A,FARMALL 70A,Used,"$ 21,220 ",3068326
GRAIN CART,BRENT 874,874,Used,"$ 21,134 ",3068246
FLEX HEAD,CASE IH 3020,3020,Used,"$ 21,052 ",3059367
DISK,2006 SUNFLOWER 1444,1444,Used,"$ 21,000 USD",2890048
CORNHEAD,2008 NEW HOLLAND 98D,98D,Used,"$ 21,000 USD",3030038
DRAPER HEAD,2006 MACDON 974,974,Used,"$ 21,000 USD",3015799
FORAGE HARVESTERS,2006 NEW HOLLAND FP230,FP230,Used,"$ 20,880 USD",3019817
GRAIN CART,BRENT 876,876,Used,"$ 20,880 USD",3070189
CORNHEAD,2008 CASE IH 2608,2608,Used,"$ 20,880 ",3068303
HARROW,2011 SUMMERS SUPER,SUPER,Used,"$ 20,880 USD",3028598
CORNHEAD,2011 CASE IH 3406,3406,Used,"$ 20,500 USD",3059171
COMBINE,1995 CASE IH 2188,2188,Used,"$ 20,400 USD",2850659
FLEX HEAD,2012 NEW HOLLAND 740CF,740CF,Used,"$ 20,300 USD",3077484
CORNHEAD,2008 DRAGO OLIMAC8R,OLIMAC8R,Used,"$ 20,300 USD",2868604
COMBINE,1993 JOHN DEERE 9400,9400,Used,"$ 20,300 USD",3004462
FIELD CULTIVATOR,1998 DMI TM II,TM II,Used,"$ 20,300 USD",2961023
SKIDSTEER-WHEEL,2003 BOBCAT S175,S175,Used,"$ 20,000 USD",3085945
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 20,000 USD",3032363
SOIL FINISHER,GREAT PLAINS 7552,7552,Used,"$ 19,999 USD",2995903
CORNHEAD,2009 CASE IH 3206,3206,Used,"$ 19,995 USD",15252364
DISK,2001 SUNFLOWER 1434,1434,Used,"$ 19,995 USD",2928251
SPRAYER PULL-TYPE,TOP AIRE TA116,TA116,Used,"$ 19,992 ",3069158
SKIDSTEER-WHEEL,2006 NEW HOLLAND L160,L160,Used,"$ 19,992 USD",3054084
FIELD CULTIVATOR,JOHN DEERE 980,980,Used,"$ 19,980 USD",3007068
PLANTER,1995 JOHN DEERE 7200,7200,Used,"$ 19,900 USD",2878416
SPRAYER PULL-TYPE,2007 TOP AIRE 1600,1600,Used,"$ 19,900 USD",2991420
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 19,900 USD",2872025
CORNHEAD,2009 CASE IH 3208,3208,Used,"$ 19,850 USD",2942730
PLANTER,2002 CASE IH 1200,1200,Used,"$ 19,720 USD",2804005
CORNHEAD,2010 CASE IH 3408,3408,Used,"$ 19,720 USD",3027642
GRAIN CART,BRENT 780,780,Used,"$ 19,720 USD",2999087
SOIL FINISHER,2003 JOHN DEERE 726,726,Used,"$ 19,720 USD",2888864
SKIDSTEER-WHEEL,2011 MUSTANG 2076,2076,Used,"$ 19,720 USD",3069410
CORNHEAD,2009 DRAGO 836,836,Used,"$ 19,720 USD",3029814
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 19,720 USD",3067819
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 19,500 USD",3065112
CONVEYER-AG,2013 BRANDT 1547LP,1547LP,Used,"$ 19,500 USD",2971634
CORNHEAD,2010 CASE IH 3408,3408,Used,"$ 19,500 USD",3052524
PLANTER,2008 WILRICH 2200,2200,Used,"$ 19,500 USD",2942935
CORNHEAD,CASE IH 3408,3408,Used,"$ 19,488 ",3068345
BALER,2011 NEW HOLLAND BR7090,BR7090,Used,"$ 19,140 USD",3009456
BALER,2012 NEW HOLLAND BR7090,BR7090,Used,"$ 19,140 USD",2581916
PLANTER,2010 CASE IH 1220,1220,Used,"$ 19,140 USD",3004655
CORNHEAD,CASE IH 2608,2608,Used,"$ 19,086 ",3068354
2WD &amp; MFWD TRACTOR,2008 CASE IH FARMALL 35,FARMALL 35,Used,"$ 19,024 USD",3050771
FLEX HEAD,2011 CASE IH 3020,3020,Used,"$ 19,000 USD",3002096
CORNHEAD,2011 CASE IH 3408,3408,Used,"$ 19,000 USD",3081032
RAKE,2014 KUHN GA7932,GA7932,Used,"$ 18,950 USD",3023693
DRAPER HEAD,2006 MACDON 974,974,Used,"$ 18,908 USD",2072183
APPLICATOR,MOBILITY 800,800,Used,"$ 18,900 USD",3071485
BALER,2016 JOHN DEERE 569,569,Used,"$ 18,900 USD",2768304
SKIDSTEER-WHEEL,1998 BOBCAT 873,873,Used,"$ 18,750 USD",3071279
CORNHEAD,2009 CASE IH 3408,3408,Used,"$ 18,600 USD",2277384
RAKE,2005 ROWSE ULTIMATE,ULTIMATE,Used,"$ 18,560 USD",3050646
2WD &amp; MFWD TRACTOR,2007 KIOTI CK30 HST,CK30 HST,Used,"$ 18,560 USD",2954249
MOWER CONDITIONER,2011 NEW HOLLAND H7150,H7150,Used,"$ 18,560 USD",3015452
COMBINE,1993 CASE IH 1644,1644,Used,"$ 18,560 USD",3080730
2WD &amp; MFWD TRACTOR,1986 CASE IH 3394,3394,Used,"$ 18,560 USD",10229143
2WD &amp; MFWD TRACTOR,2003 NEW HOLLAND TC33D,TC33D,Used,"$ 18,560 USD",3071812
CORNHEAD,2008 CASE IH 3208,3208,Used,"$ 18,500 USD",3073614
GRAIN CART,2011 BRENT GCB57601R,GCB57601R,Used,"$ 18,500 USD",3073185
2WD &amp; MFWD TRACTOR,1976 JOHN DEERE 4230,4230,Used,"$ 18,444 USD",2958486
HARROW,2001 UNVERFERTH 1225,1225,Used,"$ 18,270 USD",3053323
FLEX HEAD,2012 CASE IH 3020,3020,Used,"$ 18,000 USD",3033019
COMBINE,1994 CASE IH 1666,1666,Used,"$ 17,980 ",3086551
CORNHEAD,2011 CASE IH 3408,3408,Used,"$ 17,980 USD",3073674
CORNHEAD,CASE IH 3408,3408,Used,"$ 17,980 USD",3076536
